warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-E103802,WH-N103802,East,1.09,3
WH-W103803,WH-N103803,West,0.63,1
WH-C103804,WH-S103804,North,1.43,3
WH-N103805,WH-S103805,South,1.43,3
WH-S103806,WH-S103806,East,2.42,2
WH-E103807,WH-S103807,West,1.15,4
WH-W103808,WH-E103808,North,2.33,2
WH-C103809,WH-E103809,South,2.48,1
WH-N103810,WH-E103810,East,2.63,1
WH-S103811,WH-E103811,West,1.58,2
WH-E103812,WH-W103812,North,0.52,4
WH-W103813,WH-W103813,South,0.72,4
WH-C103814,WH-W103814,East,1.39,1
WH-N103815,WH-W103815,West,0.67,3
WH-S103816,WH-C103816,North,1.55,2
WH-E103817,WH-C103817,South,2.48,1
WH-W103818,WH-C103818,East,0.98,3
WH-C103819,WH-C103819,West,1.14,2
WH-N103820,WH-N103820,North,1.08,2
WH-S103821,WH-N103821,South,2.7,2
WH-E103822,WH-N103822,East,1.09,3
WH-W103823,WH-N103823,West,0.63,1
WH-C103824,WH-S103824,North,1.43,3
WH-N103825,WH-S103825,South,1.43,3
WH-S103826,WH-S103826,East,2.42,2
WH-E103827,WH-S103827,West,1.15,4
WH-W103828,WH-E103828,North,2.33,2
WH-C103829,WH-E103829,South,2.48,1
WH-N103830,WH-E103830,East,2.63,1
WH-S103831,WH-E103831,West,1.58,2
WH-E103832,WH-W103832,North,0.52,4
WH-W103833,WH-W103833,South,0.72,4
WH-C103834,WH-W103834,East,1.39,1
WH-N103835,WH-W103835,West,0.67,3
WH-S103836,WH-C103836,North,1.55,2
WH-E103837,WH-C103837,South,2.48,1
WH-W103838,WH-C103838,East,0.98,3
WH-C103839,WH-C103839,West,1.14,2
WH-N103840,WH-N103840,North,1.08,2
WH-S103841,WH-N103841,South,2.7,2
WH-E103842,WH-N103842,East,1.09,3
WH-W103843,WH-N103843,West,0.63,1
WH-C103844,WH-S103844,North,1.43,3
WH-N103845,WH-S103845,South,1.43,3
WH-S103846,WH-S103846,East,2.42,2
WH-E103847,WH-S103847,West,1.15,4
WH-W103848,WH-E103848,North,2.33,2
WH-C103849,WH-E103849,South,2.48,1
WH-N103850,WH-E103850,East,2.63,1
WH-S103851,WH-E103851,West,1.58,2
WH-E103852,WH-W103852,North,0.52,4
WH-W103853,WH-W103853,South,0.72,4
WH-C103854,WH-W103854,East,1.39,1
WH-N103855,WH-W103855,West,0.67,3
WH-S103856,WH-C103856,North,1.55,2
WH-E103857,WH-C103857,South,2.48,1
WH-W103858,WH-C103858,East,0.98,3
WH-C103859,WH-C103859,West,1.14,2
WH-N103860,WH-N103860,North,1.08,2
WH-S103861,WH-N103861,South,2.7,2
WH-E103862,WH-N103862,East,1.09,3
WH-W103863,WH-N103863,West,0.63,1
WH-C103864,WH-S103864,North,1.43,3
WH-N103865,WH-S103865,South,1.43,3
WH-S103866,WH-S103866,East,2.42,2
WH-E103867,WH-S103867,West,1.15,4
WH-W103868,WH-E103868,North,2.33,2
WH-C103869,WH-E103869,South,2.48,1
WH-N103870,WH-E103870,East,2.63,1
WH-S103871,WH-E103871,West,1.58,2
WH-E103872,WH-W103872,North,0.52,4
WH-W103873,WH-W103873,South,0.72,4
WH-C103874,WH-W103874,East,1.39,1
WH-N103875,WH-W103875,West,0.67,3
WH-S103876,WH-C103876,North,1.55,2
WH-E103877,WH-C103877,South,2.48,1
WH-W103878,WH-C103878,East,0.98,3
WH-C103879,WH-C103879,West,1.14,2
WH-N103880,WH-N103880,North,1.08,2
WH-S103881,WH-N103881,South,2.7,2
WH-E103882,WH-N103882,East,1.09,3
WH-W103883,WH-N103883,West,0.63,1
WH-C103884,WH-S103884,North,1.43,3
WH-N103885,WH-S103885,South,1.43,3
WH-S103886,WH-S103886,East,2.42,2
WH-E103887,WH-S103887,West,1.15,4
WH-W103888,WH-E103888,North,2.33,2
WH-C103889,WH-E103889,South,2.48,1
WH-N103890,WH-E103890,East,2.63,1
WH-S103891,WH-E103891,West,1.58,2
WH-E103892,WH-W103892,North,0.52,4
WH-W103893,WH-W103893,South,0.72,4
WH-C103894,WH-W103894,East,1.39,1
WH-N103895,WH-W103895,West,0.67,3
WH-S103896,WH-C103896,North,1.55,2
WH-E103897,WH-C103897,South,2.48,1
WH-W103898,WH-C103898,East,0.98,3
WH-C103899,WH-C103899,West,1.14,2
WH-N103900,WH-N103900,North,1.08,2
WH-S103901,WH-N103901,South,2.7,2
WH-E103902,WH-N103902,East,1.09,3
WH-W103903,WH-N103903,West,0.63,1
WH-C103904,WH-S103904,North,1.43,3
WH-N103905,WH-S103905,South,1.43,3
WH-S103906,WH-S103906,East,2.42,2
WH-E103907,WH-S103907,West,1.15,4
WH-W103908,WH-E103908,North,2.33,2
WH-C103909,WH-E103909,South,2.48,1
WH-N103910,WH-E103910,East,2.63,1
WH-S103911,WH-E103911,West,1.58,2
WH-E103912,WH-W103912,North,0.52,4
WH-W103913,WH-W103913,South,0.72,4
WH-C103914,WH-W103914,East,1.39,1
WH-N103915,WH-W103915,West,0.67,3
WH-S103916,WH-C103916,North,1.55,2
WH-E103917,WH-C103917,South,2.48,1
WH-W103918,WH-C103918,East,0.98,3
WH-C103919,WH-C103919,West,1.14,2
WH-N103920,WH-N103920,North,1.08,2
WH-S103921,WH-N103921,South,2.7,2
WH-E103922,WH-N103922,East,1.09,3
WH-W103923,WH-N103923,West,0.63,1
WH-C103924,WH-S103924,North,1.43,3
WH-N103925,WH-S103925,South,1.43,3
WH-S103926,WH-S103926,East,2.42,2
WH-E103927,WH-S103927,West,1.15,4
WH-W103928,WH-E103928,North,2.33,2
WH-C103929,WH-E103929,South,2.48,1
WH-N103930,WH-E103930,East,2.63,1
WH-S103931,WH-E103931,West,1.58,2
WH-E103932,WH-W103932,North,0.52,4
WH-W103933,WH-W103933,South,0.72,4
WH-C103934,WH-W103934,East,1.39,1
WH-N103935,WH-W103935,West,0.67,3
WH-S103936,WH-C103936,North,1.55,2
WH-E103937,WH-C103937,South,2.48,1
WH-W103938,WH-C103938,East,0.98,3
WH-C103939,WH-C103939,West,1.14,2
WH-N103940,WH-N103940,North,1.08,2
WH-S103941,WH-N103941,South,2.7,2
WH-E103942,WH-N103942,East,1.09,3
WH-W103943,WH-N103943,West,0.63,1
WH-C103944,WH-S103944,North,1.43,3
WH-N103945,WH-S103945,South,1.43,3
WH-S103946,WH-S103946,East,2.42,2
WH-E103947,WH-S103947,West,1.15,4
WH-W103948,WH-E103948,North,2.33,2
WH-C103949,WH-E103949,South,2.48,1
WH-N103950,WH-E103950,East,2.63,1
WH-S103951,WH-E103951,West,1.58,2
WH-E103952,WH-W103952,North,0.52,4
WH-W103953,WH-W103953,South,0.72,4
WH-C103954,WH-W103954,East,1.39,1
WH-N103955,WH-W103955,West,0.67,3
WH-S103956,WH-C103956,North,1.55,2
WH-E103957,WH-C103957,South,2.48,1
WH-W103958,WH-C103958,East,0.98,3
WH-C103959,WH-C103959,West,1.14,2
WH-N103960,WH-N103960,North,1.08,2
WH-S103961,WH-N103961,South,2.7,2
WH-E103962,WH-N103962,East,1.09,3
WH-W103963,WH-N103963,West,0.63,1
WH-C103964,WH-S103964,North,1.43,3
WH-N103965,WH-S103965,South,1.43,3
WH-S103966,WH-S103966,East,2.42,2
WH-E103967,WH-S103967,West,1.15,4
WH-W103968,WH-E103968,North,2.33,2
WH-C103969,WH-E103969,South,2.48,1
WH-N103970,WH-E103970,East,2.63,1
WH-S103971,WH-E103971,West,1.58,2
WH-E103972,WH-W103972,North,0.52,4
WH-W103973,WH-W103973,South,0.72,4
WH-C103974,WH-W103974,East,1.39,1
WH-N103975,WH-W103975,West,0.67,3
WH-S103976,WH-C103976,North,1.55,2
WH-E103977,WH-C103977,South,2.48,1
WH-W103978,WH-C103978,East,0.98,3
WH-C103979,WH-C103979,West,1.14,2
WH-N103980,WH-N103980,North,1.08,2
WH-S103981,WH-N103981,South,2.7,2
WH-E103982,WH-N103982,East,1.09,3
WH-W103983,WH-N103983,West,0.63,1
WH-C103984,WH-S103984,North,1.43,3
WH-N103985,WH-S103985,South,1.43,3
WH-S103986,WH-S103986,East,2.42,2
WH-E103987,WH-S103987,West,1.15,4
WH-W103988,WH-E103988,North,2.33,2
WH-C103989,WH-E103989,South,2.48,1
WH-N103990,WH-E103990,East,2.63,1
WH-S103991,WH-E103991,West,1.58,2
WH-E103992,WH-W103992,North,0.52,4
WH-W103993,WH-W103993,South,0.72,4
WH-C103994,WH-W103994,East,1.39,1
WH-N103995,WH-W103995,West,0.67,3
WH-S103996,WH-C103996,North,1.55,2
WH-E103997,WH-C103997,South,2.48,1
WH-W103998,WH-C103998,East,0.98,3
WH-C103999,WH-C103999,West,1.14,2
WH-N104000,WH-N104000,North,1.08,2
WH-S104001,WH-N104001,South,2.7,2
WH-E104002,WH-N104002,East,1.09,3
WH-W104003,WH-N104003,West,0.63,1
WH-C104004,WH-S104004,North,1.43,3
WH-N104005,WH-S104005,South,1.43,3
WH-S104006,WH-S104006,East,2.42,2
WH-E104007,WH-S104007,West,1.15,4
WH-W104008,WH-E104008,North,2.33,2
WH-C104009,WH-E104009,South,2.48,1
WH-N104010,WH-E104010,East,2.63,1
WH-S104011,WH-E104011,West,1.58,2
WH-E104012,WH-W104012,North,0.52,4
WH-W104013,WH-W104013,South,0.72,4
WH-C104014,WH-W104014,East,1.39,1
WH-N104015,WH-W104015,West,0.67,3
WH-S104016,WH-C104016,North,1.55,2
WH-E104017,WH-C104017,South,2.48,1
WH-W104018,WH-C104018,East,0.98,3
WH-C104019,WH-C104019,West,1.14,2
WH-N104020,WH-N104020,North,1.08,2
WH-S104021,WH-N104021,South,2.7,2
WH-E104022,WH-N104022,East,1.09,3
WH-W104023,WH-N104023,West,0.63,1
WH-C104024,WH-S104024,North,1.43,3
WH-N104025,WH-S104025,South,1.43,3
WH-S104026,WH-S104026,East,2.42,2
WH-E104027,WH-S104027,West,1.15,4
WH-W104028,WH-E104028,North,2.33,2
WH-C104029,WH-E104029,South,2.48,1
WH-N104030,WH-E104030,East,2.63,1
WH-S104031,WH-E104031,West,1.58,2
WH-E104032,WH-W104032,North,0.52,4
WH-W104033,WH-W104033,South,0.72,4
WH-C104034,WH-W104034,East,1.39,1
WH-N104035,WH-W104035,West,0.67,3
WH-S104036,WH-C104036,North,1.55,2
WH-E104037,WH-C104037,South,2.48,1
WH-W104038,WH-C104038,East,0.98,3
WH-C104039,WH-C104039,West,1.14,2
WH-N104040,WH-N104040,North,1.08,2
WH-S104041,WH-N104041,South,2.7,2
WH-E104042,WH-N104042,East,1.09,3
WH-W104043,WH-N104043,West,0.63,1
WH-C104044,WH-S104044,North,1.43,3
WH-N104045,WH-S104045,South,1.43,3
WH-S104046,WH-S104046,East,2.42,2
WH-E104047,WH-S104047,West,1.15,4
WH-W104048,WH-E104048,North,2.33,2
WH-C104049,WH-E104049,South,2.48,1
WH-N104050,WH-E104050,East,2.63,1
WH-S104051,WH-E104051,West,1.58,2
WH-E104052,WH-W104052,North,0.52,4
WH-W104053,WH-W104053,South,0.72,4
WH-C104054,WH-W104054,East,1.39,1
WH-N104055,WH-W104055,West,0.67,3
WH-S104056,WH-C104056,North,1.55,2
WH-E104057,WH-C104057,South,2.48,1
WH-W104058,WH-C104058,East,0.98,3
WH-C104059,WH-C104059,West,1.14,2
WH-N104060,WH-N104060,North,1.08,2
WH-S104061,WH-N104061,South,2.7,2
WH-E104062,WH-N104062,East,1.09,3
WH-W104063,WH-N104063,West,0.63,1
WH-C104064,WH-S104064,North,1.43,3
WH-N104065,WH-S104065,South,1.43,3
WH-S104066,WH-S104066,East,2.42,2
WH-E104067,WH-S104067,West,1.15,4
WH-W104068,WH-E104068,North,2.33,2
WH-C104069,WH-E104069,South,2.48,1
WH-N104070,WH-E104070,East,2.63,1
WH-S104071,WH-E104071,West,1.58,2
WH-E104072,WH-W104072,North,0.52,4
WH-W104073,WH-W104073,South,0.72,4
WH-C104074,WH-W104074,East,1.39,1
WH-N104075,WH-W104075,West,0.67,3
WH-S104076,WH-C104076,North,1.55,2
WH-E104077,WH-C104077,South,2.48,1
WH-W104078,WH-C104078,East,0.98,3
WH-C104079,WH-C104079,West,1.14,2
WH-N104080,WH-N104080,North,1.08,2
WH-S104081,WH-N104081,South,2.7,2
WH-E104082,WH-N104082,East,1.09,3
WH-W104083,WH-N104083,West,0.63,1
WH-C104084,WH-S104084,North,1.43,3
WH-N104085,WH-S104085,South,1.43,3
WH-S104086,WH-S104086,East,2.42,2
WH-E104087,WH-S104087,West,1.15,4
WH-W104088,WH-E104088,North,2.33,2
WH-C104089,WH-E104089,South,2.48,1
WH-N104090,WH-E104090,East,2.63,1
WH-S104091,WH-E104091,West,1.58,2
WH-E104092,WH-W104092,North,0.52,4
WH-W104093,WH-W104093,South,0.72,4
WH-C104094,WH-W104094,East,1.39,1
WH-N104095,WH-W104095,West,0.67,3
WH-S104096,WH-C104096,North,1.55,2
WH-E104097,WH-C104097,South,2.48,1
WH-W104098,WH-C104098,East,0.98,3
WH-C104099,WH-C104099,West,1.14,2
WH-N104100,WH-N104100,North,1.08,2
WH-S104101,WH-N104101,South,2.7,2
WH-E104102,WH-N104102,East,1.09,3
WH-W104103,WH-N104103,West,0.63,1
WH-C104104,WH-S104104,North,1.43,3
WH-N104105,WH-S104105,South,1.43,3
WH-S104106,WH-S104106,East,2.42,2
WH-E104107,WH-S104107,West,1.15,4
WH-W104108,WH-E104108,North,2.33,2
WH-C104109,WH-E104109,South,2.48,1
WH-N104110,WH-E104110,East,2.63,1
WH-S104111,WH-E104111,West,1.58,2
WH-E104112,WH-W104112,North,0.52,4
WH-W104113,WH-W104113,South,0.72,4
WH-C104114,WH-W104114,East,1.39,1
WH-N104115,WH-W104115,West,0.67,3
WH-S104116,WH-C104116,North,1.55,2
WH-E104117,WH-C104117,South,2.48,1
WH-W104118,WH-C104118,East,0.98,3
WH-C104119,WH-C104119,West,1.14,2
WH-N104120,WH-N104120,North,1.08,2
WH-S104121,WH-N104121,South,2.7,2
WH-E104122,WH-N104122,East,1.09,3
WH-W104123,WH-N104123,West,0.63,1
WH-C104124,WH-S104124,North,1.43,3
WH-N104125,WH-S104125,South,1.43,3
WH-S104126,WH-S104126,East,2.42,2
WH-E104127,WH-S104127,West,1.15,4
WH-W104128,WH-E104128,North,2.33,2
WH-C104129,WH-E104129,South,2.48,1
WH-N104130,WH-E104130,East,2.63,1
WH-S104131,WH-E104131,West,1.58,2
WH-E104132,WH-W104132,North,0.52,4
WH-W104133,WH-W104133,South,0.72,4
WH-C104134,WH-W104134,East,1.39,1
WH-N104135,WH-W104135,West,0.67,3
WH-S104136,WH-C104136,North,1.55,2
WH-E104137,WH-C104137,South,2.48,1
WH-W104138,WH-C104138,East,0.98,3
WH-C104139,WH-C104139,West,1.14,2
WH-N104140,WH-N104140,North,1.08,2
WH-S104141,WH-N104141,South,2.7,2
WH-E104142,WH-N104142,East,1.09,3
WH-W104143,WH-N104143,West,0.63,1
WH-C104144,WH-S104144,North,1.43,3
WH-N104145,WH-S104145,South,1.43,3
WH-S104146,WH-S104146,East,2.42,2
WH-E104147,WH-S104147,West,1.15,4
WH-W104148,WH-E104148,North,2.33,2
WH-C104149,WH-E104149,South,2.48,1
WH-N104150,WH-E104150,East,2.63,1
WH-S104151,WH-E104151,West,1.58,2
WH-E104152,WH-W104152,North,0.52,4
WH-W104153,WH-W104153,South,0.72,4
WH-C104154,WH-W104154,East,1.39,1
WH-N104155,WH-W104155,West,0.67,3
WH-S104156,WH-C104156,North,1.55,2
WH-E104157,WH-C104157,South,2.48,1
WH-W104158,WH-C104158,East,0.98,3
WH-C104159,WH-C104159,West,1.14,2
WH-N104160,WH-N104160,North,1.08,2
WH-S104161,WH-N104161,South,2.7,2
WH-E104162,WH-N104162,East,1.09,3
WH-W104163,WH-N104163,West,0.63,1
WH-C104164,WH-S104164,North,1.43,3
WH-N104165,WH-S104165,South,1.43,3
WH-S104166,WH-S104166,East,2.42,2
WH-E104167,WH-S104167,West,1.15,4
WH-W104168,WH-E104168,North,2.33,2
WH-C104169,WH-E104169,South,2.48,1
WH-N104170,WH-E104170,East,2.63,1
WH-S104171,WH-E104171,West,1.58,2
WH-E104172,WH-W104172,North,0.52,4
WH-W104173,WH-W104173,South,0.72,4
WH-C104174,WH-W104174,East,1.39,1
WH-N104175,WH-W104175,West,0.67,3
WH-S104176,WH-C104176,North,1.55,2
WH-E104177,WH-C104177,South,2.48,1
WH-W104178,WH-C104178,East,0.98,3
WH-C104179,WH-C104179,West,1.14,2
WH-N104180,WH-N104180,North,1.08,2
WH-S104181,WH-N104181,South,2.7,2
WH-E104182,WH-N104182,East,1.09,3
WH-W104183,WH-N104183,West,0.63,1
WH-C104184,WH-S104184,North,1.43,3
WH-N104185,WH-S104185,South,1.43,3
WH-S104186,WH-S104186,East,2.42,2
WH-E104187,WH-S104187,West,1.15,4
WH-W104188,WH-E104188,North,2.33,2
WH-C104189,WH-E104189,South,2.48,1
WH-N104190,WH-E104190,East,2.63,1
WH-S104191,WH-E104191,West,1.58,2
WH-E104192,WH-W104192,North,0.52,4
WH-W104193,WH-W104193,South,0.72,4
WH-C104194,WH-W104194,East,1.39,1
WH-N104195,WH-W104195,West,0.67,3
WH-S104196,WH-C104196,North,1.55,2
WH-E104197,WH-C104197,South,2.48,1
WH-W104198,WH-C104198,East,0.98,3
WH-C104199,WH-C104199,West,1.14,2
WH-N104200,WH-N104200,North,1.08,2
WH-S104201,WH-N104201,South,2.7,2
WH-E104202,WH-N104202,East,1.09,3
WH-W104203,WH-N104203,West,0.63,1
WH-C104204,WH-S104204,North,1.43,3
WH-N104205,WH-S104205,South,1.43,3
WH-S104206,WH-S104206,East,2.42,2
WH-E104207,WH-S104207,West,1.15,4
WH-W104208,WH-E104208,North,2.33,2
WH-C104209,WH-E104209,South,2.48,1
WH-N104210,WH-E104210,East,2.63,1
WH-S104211,WH-E104211,West,1.58,2
WH-E104212,WH-W104212,North,0.52,4
WH-W104213,WH-W104213,South,0.72,4
WH-C104214,WH-W104214,East,1.39,1
WH-N104215,WH-W104215,West,0.67,3
WH-S104216,WH-C104216,North,1.55,2
WH-E104217,WH-C104217,South,2.48,1
WH-W104218,WH-C104218,East,0.98,3
WH-C104219,WH-C104219,West,1.14,2
WH-N104220,WH-N104220,North,1.08,2
WH-S104221,WH-N104221,South,2.7,2
WH-E104222,WH-N104222,East,1.09,3
WH-W104223,WH-N104223,West,0.63,1
WH-C104224,WH-S104224,North,1.43,3
WH-N104225,WH-S104225,South,1.43,3
WH-S104226,WH-S104226,East,2.42,2
WH-E104227,WH-S104227,West,1.15,4
WH-W104228,WH-E104228,North,2.33,2
WH-C104229,WH-E104229,South,2.48,1
WH-N104230,WH-E104230,East,2.63,1
WH-S104231,WH-E104231,West,1.58,2
WH-E104232,WH-W104232,North,0.52,4
WH-W104233,WH-W104233,South,0.72,4
WH-C104234,WH-W104234,East,1.39,1
WH-N104235,WH-W104235,West,0.67,3
WH-S104236,WH-C104236,North,1.55,2
WH-E104237,WH-C104237,South,2.48,1
WH-W104238,WH-C104238,East,0.98,3
WH-C104239,WH-C104239,West,1.14,2
WH-N104240,WH-N104240,North,1.08,2
WH-S104241,WH-N104241,South,2.7,2
WH-E104242,WH-N104242,East,1.09,3
WH-W104243,WH-N104243,West,0.63,1
WH-C104244,WH-S104244,North,1.43,3
WH-N104245,WH-S104245,South,1.43,3
WH-S104246,WH-S104246,East,2.42,2
WH-E104247,WH-S104247,West,1.15,4
WH-W104248,WH-E104248,North,2.33,2
WH-C104249,WH-E104249,South,2.48,1
WH-N104250,WH-E104250,East,2.63,1
WH-S104251,WH-E104251,West,1.58,2
WH-E104252,WH-W104252,North,0.52,4
WH-W104253,WH-W104253,South,0.72,4
WH-C104254,WH-W104254,East,1.39,1
WH-N104255,WH-W104255,West,0.67,3
WH-S104256,WH-C104256,North,1.55,2
WH-E104257,WH-C104257,South,2.48,1
WH-W104258,WH-C104258,East,0.98,3
WH-C104259,WH-C104259,West,1.14,2
WH-N104260,WH-N104260,North,1.08,2
WH-S104261,WH-N104261,South,2.7,2
WH-E104262,WH-N104262,East,1.09,3
WH-W104263,WH-N104263,West,0.63,1
WH-C104264,WH-S104264,North,1.43,3
WH-N104265,WH-S104265,South,1.43,3
WH-S104266,WH-S104266,East,2.42,2
WH-E104267,WH-S104267,West,1.15,4
WH-W104268,WH-E104268,North,2.33,2
WH-C104269,WH-E104269,South,2.48,1
WH-N104270,WH-E104270,East,2.63,1
WH-S104271,WH-E104271,West,1.58,2
WH-E104272,WH-W104272,North,0.52,4
WH-W104273,WH-W104273,South,0.72,4
WH-C104274,WH-W104274,East,1.39,1
WH-N104275,WH-W104275,West,0.67,3
WH-S104276,WH-C104276,North,1.55,2
WH-E104277,WH-C104277,South,2.48,1
WH-W104278,WH-C104278,East,0.98,3
WH-C104279,WH-C104279,West,1.14,2
WH-N104280,WH-N104280,North,1.08,2
WH-S104281,WH-N104281,South,2.7,2
WH-E104282,WH-N104282,East,1.09,3
WH-W104283,WH-N104283,West,0.63,1
WH-C104284,WH-S104284,North,1.43,3
WH-N104285,WH-S104285,South,1.43,3
WH-S104286,WH-S104286,East,2.42,2
WH-E104287,WH-S104287,West,1.15,4
WH-W104288,WH-E104288,North,2.33,2
WH-C104289,WH-E104289,South,2.48,1
WH-N104290,WH-E104290,East,2.63,1
WH-S104291,WH-E104291,West,1.58,2
WH-E104292,WH-W104292,North,0.52,4
WH-W104293,WH-W104293,South,0.72,4
WH-C104294,WH-W104294,East,1.39,1
WH-N104295,WH-W104295,West,0.67,3
WH-S104296,WH-C104296,North,1.55,2
WH-E104297,WH-C104297,South,2.48,1
WH-W104298,WH-C104298,East,0.98,3
WH-C104299,WH-C104299,West,1.14,2
WH-N104300,WH-N104300,North,1.08,2
WH-S104301,WH-N104301,South,2.7,2
WH-E104302,WH-N104302,East,1.09,3
WH-W104303,WH-N104303,West,0.63,1
WH-C104304,WH-S104304,North,1.43,3
WH-N104305,WH-S104305,South,1.43,3
WH-S104306,WH-S104306,East,2.42,2
WH-E104307,WH-S104307,West,1.15,4
WH-W104308,WH-E104308,North,2.33,2
WH-C104309,WH-E104309,South,2.48,1
WH-N104310,WH-E104310,East,2.63,1
WH-S104311,WH-E104311,West,1.58,2
WH-E104312,WH-W104312,North,0.52,4
WH-W104313,WH-W104313,South,0.72,4
WH-C104314,WH-W104314,East,1.39,1
WH-N104315,WH-W104315,West,0.67,3
WH-S104316,WH-C104316,North,1.55,2
WH-E104317,WH-C104317,South,2.48,1
WH-W104318,WH-C104318,East,0.98,3
WH-C104319,WH-C104319,West,1.14,2
WH-N104320,WH-N104320,North,1.08,2
WH-S104321,WH-N104321,South,2.7,2
WH-E104322,WH-N104322,East,1.09,3
WH-W104323,WH-N104323,West,0.63,1
WH-C104324,WH-S104324,North,1.43,3
WH-N104325,WH-S104325,South,1.43,3
WH-S104326,WH-S104326,East,2.42,2
WH-E104327,WH-S104327,West,1.15,4
WH-W104328,WH-E104328,North,2.33,2
WH-C104329,WH-E104329,South,2.48,1
WH-N104330,WH-E104330,East,2.63,1
WH-S104331,WH-E104331,West,1.58,2
WH-E104332,WH-W104332,North,0.52,4
WH-W104333,WH-W104333,South,0.72,4
WH-C104334,WH-W104334,East,1.39,1
WH-N104335,WH-W104335,West,0.67,3
WH-S104336,WH-C104336,North,1.55,2
WH-E104337,WH-C104337,South,2.48,1
WH-W104338,WH-C104338,East,0.98,3
WH-C104339,WH-C104339,West,1.14,2
WH-N104340,WH-N104340,North,1.08,2
WH-S104341,WH-N104341,South,2.7,2
WH-E104342,WH-N104342,East,1.09,3
WH-W104343,WH-N104343,West,0.63,1
WH-C104344,WH-S104344,North,1.43,3
WH-N104345,WH-S104345,South,1.43,3
WH-S104346,WH-S104346,East,2.42,2
WH-E104347,WH-S104347,West,1.15,4
WH-W104348,WH-E104348,North,2.33,2
WH-C104349,WH-E104349,South,2.48,1
WH-N104350,WH-E104350,East,2.63,1
WH-S104351,WH-E104351,West,1.58,2
WH-E104352,WH-W104352,North,0.52,4
WH-W104353,WH-W104353,South,0.72,4
WH-C104354,WH-W104354,East,1.39,1
WH-N104355,WH-W104355,West,0.67,3
WH-S104356,WH-C104356,North,1.55,2
WH-E104357,WH-C104357,South,2.48,1
WH-W104358,WH-C104358,East,0.98,3
WH-C104359,WH-C104359,West,1.14,2
WH-N104360,WH-N104360,North,1.08,2
WH-S104361,WH-N104361,South,2.7,2
WH-E104362,WH-N104362,East,1.09,3
WH-W104363,WH-N104363,West,0.63,1
WH-C104364,WH-S104364,North,1.43,3
WH-N104365,WH-S104365,South,1.43,3
WH-S104366,WH-S104366,East,2.42,2
WH-E104367,WH-S104367,West,1.15,4
WH-W104368,WH-E104368,North,2.33,2
WH-C104369,WH-E104369,South,2.48,1
WH-N104370,WH-E104370,East,2.63,1
WH-S104371,WH-E104371,West,1.58,2
WH-E104372,WH-W104372,North,0.52,4
WH-W104373,WH-W104373,South,0.72,4
WH-C104374,WH-W104374,East,1.39,1
WH-N104375,WH-W104375,West,0.67,3
WH-S104376,WH-C104376,North,1.55,2
WH-E104377,WH-C104377,South,2.48,1
WH-W104378,WH-C104378,East,0.98,3
WH-C104379,WH-C104379,West,1.14,2
WH-N104380,WH-N104380,North,1.08,2
WH-S104381,WH-N104381,South,2.7,2
WH-E104382,WH-N104382,East,1.09,3
WH-W104383,WH-N104383,West,0.63,1
WH-C104384,WH-S104384,North,1.43,3
WH-N104385,WH-S104385,South,1.43,3
WH-S104386,WH-S104386,East,2.42,2
WH-E104387,WH-S104387,West,1.15,4
WH-W104388,WH-E104388,North,2.33,2
WH-C104389,WH-E104389,South,2.48,1
WH-N104390,WH-E104390,East,2.63,1
WH-S104391,WH-E104391,West,1.58,2
WH-E104392,WH-W104392,North,0.52,4
WH-W104393,WH-W104393,South,0.72,4
WH-C104394,WH-W104394,East,1.39,1
WH-N104395,WH-W104395,West,0.67,3
WH-S104396,WH-C104396,North,1.55,2
WH-E104397,WH-C104397,South,2.48,1
WH-W104398,WH-C104398,East,0.98,3
WH-C104399,WH-C104399,West,1.14,2
WH-N104400,WH-N104400,North,1.08,2
WH-S104401,WH-N104401,South,2.7,2
WH-E104402,WH-N104402,East,1.09,3
WH-W104403,WH-N104403,West,0.63,1
WH-C104404,WH-S104404,North,1.43,3
WH-N104405,WH-S104405,South,1.43,3
WH-S104406,WH-S104406,East,2.42,2
WH-E104407,WH-S104407,West,1.15,4
WH-W104408,WH-E104408,North,2.33,2
WH-C104409,WH-E104409,South,2.48,1
WH-N104410,WH-E104410,East,2.63,1
WH-S104411,WH-E104411,West,1.58,2
WH-E104412,WH-W104412,North,0.52,4
WH-W104413,WH-W104413,South,0.72,4
WH-C104414,WH-W104414,East,1.39,1
WH-N104415,WH-W104415,West,0.67,3
WH-S104416,WH-C104416,North,1.55,2
WH-E104417,WH-C104417,South,2.48,1
WH-W104418,WH-C104418,East,0.98,3
WH-C104419,WH-C104419,West,1.14,2
WH-N104420,WH-N104420,North,1.08,2
WH-S104421,WH-N104421,South,2.7,2
WH-E104422,WH-N104422,East,1.09,3
WH-W104423,WH-N104423,West,0.63,1
WH-C104424,WH-S104424,North,1.43,3
WH-N104425,WH-S104425,South,1.43,3
WH-S104426,WH-S104426,East,2.42,2
WH-E104427,WH-S104427,West,1.15,4
WH-W104428,WH-E104428,North,2.33,2
WH-C104429,WH-E104429,South,2.48,1
WH-N104430,WH-E104430,East,2.63,1
WH-S104431,WH-E104431,West,1.58,2
WH-E104432,WH-W104432,North,0.52,4
WH-W104433,WH-W104433,South,0.72,4
WH-C104434,WH-W104434,East,1.39,1
WH-N104435,WH-W104435,West,0.67,3
